timestamp_seconds,datetime_utc,latitude,longitude,altitude_m_agl,altitude_m_msl,heading_deg,pitch_deg,roll_deg,gimbal_pitch_deg,ground_speed_mps
717,2026-04-15T14:11:57Z,38.335111,-89.798853,40.02,190.02,357.69,2.60,-0.63,-43.89,9.86
718,2026-04-15T14:11:58Z,38.335205,-89.798864,39.82,189.82,357.69,-0.33,-2.05,-44.39,9.66
719,2026-04-15T14:11:59Z,38.335297,-89.798875,40.40,190.40,357.69,-2.95,0.63,-46.38,9.58
720,2026-04-15T14:12:00Z,38.335373,-89.798872,40.48,190.48,357.69,-1.34,2.26,-46.41,9.69
721,2026-04-15T14:12:01Z,38.335483,-89.798874,39.64,189.64,357.69,-1.29,-1.00,-45.15,9.95
722,2026-04-15T14:12:02Z,38.335559,-89.798902,40.36,190.36,357.69,1.19,-0.23,-42.19,9.76
723,2026-04-15T14:12:03Z,38.335660,-89.798903,39.31,189.31,357.69,-0.64,-2.48,-46.13,9.64
724,2026-04-15T14:12:04Z,38.335745,-89.798911,39.95,189.95,357.69,-1.51,0.91,-44.91,10.09
725,2026-04-15T14:12:05Z,38.335844,-89.798890,39.89,189.89,357.69,0.69,0.57,-46.69,9.94
726,2026-04-15T14:12:06Z,38.335933,-89.798908,40.57,190.57,357.69,-0.97,-0.00,-43.56,10.07
727,2026-04-15T14:12:07Z,38.336008,-89.798926,39.87,189.87,357.69,2.38,1.55,-47.12,10.50
728,2026-04-15T14:12:08Z,38.336102,-89.798917,39.91,189.91,357.69,-0.41,-1.78,-42.68,9.56
729,2026-04-15T14:12:09Z,38.336195,-89.798922,39.38,189.38,357.69,0.88,1.74,-44.65,10.38
730,2026-04-15T14:12:10Z,38.336280,-89.798929,39.62,189.62,357.69,1.03,-0.83,-44.72,9.84
731,2026-04-15T14:12:11Z,38.336381,-89.798930,40.49,190.49,357.69,0.57,-0.04,-44.83,10.17
732,2026-04-15T14:12:12Z,38.336456,-89.798939,40.13,190.13,357.69,-0.35,0.75,-45.23,10.36
733,2026-04-15T14:12:13Z,38.336547,-89.798934,40.19,190.19,357.69,-0.89,-0.74,-44.82,9.72
734,2026-04-15T14:12:14Z,38.336630,-89.798936,40.13,190.13,357.69,-0.84,0.42,-46.10,10.08
735,2026-04-15T14:12:15Z,38.336726,-89.798934,39.34,189.34,357.69,-0.87,0.97,-46.44,9.74
736,2026-04-15T14:12:16Z,38.336818,-89.798960,40.83,190.83,357.69,-0.78,0.17,-44.14,9.89
737,2026-04-15T14:12:17Z,38.336894,-89.798965,40.11,190.11,357.69,-2.16,-1.06,-44.84,9.75
738,2026-04-15T14:12:18Z,38.337006,-89.798935,39.18,189.18,357.69,-1.81,1.46,-45.90,9.41
739,2026-04-15T14:12:19Z,38.337079,-89.798953,39.63,189.63,357.69,0.32,-0.99,-44.11,10.45
740,2026-04-15T14:12:20Z,38.337190,-89.798949,39.79,189.79,357.69,2.21,1.67,-44.74,9.87
741,2026-04-15T14:12:21Z,38.337265,-89.798983,39.28,189.28,357.69,-0.31,-1.79,-44.28,9.60
742,2026-04-15T14:12:22Z,38.337339,-89.798985,39.66,189.66,357.69,0.78,-1.85,-44.77,10.24
743,2026-04-15T14:12:23Z,38.337443,-89.798977,39.39,189.39,357.69,2.20,3.06,-43.91,10.05
744,2026-04-15T14:12:24Z,38.337533,-89.798991,39.53,189.53,357.69,-2.62,-0.95,-43.88,9.76
745,2026-04-15T14:12:25Z,38.337652,-89.798985,40.10,190.10,357.69,-2.37,-1.27,-44.19,10.27
746,2026-04-15T14:12:26Z,38.337720,-89.798998,40.43,190.43,357.69,1.75,-1.22,-44.44,9.24
747,2026-04-15T14:12:27Z,38.337812,-89.798990,40.50,190.50,357.69,1.26,0.76,-43.57,9.60
748,2026-04-15T14:12:28Z,38.337897,-89.798990,40.36,190.36,357.69,1.50,-0.56,-44.09,9.82
749,2026-04-15T14:12:29Z,38.337990,-89.799007,40.03,190.03,357.69,-0.13,0.87,-44.40,10.41
750,2026-04-15T14:12:30Z,38.338073,-89.799002,40.74,190.74,357.69,0.61,-1.28,-43.71,10.20
751,2026-04-15T14:12:31Z,38.338157,-89.799016,40.77,190.77,357.69,0.81,-1.09,-44.34,9.72
752,2026-04-15T14:12:32Z,38.338248,-89.799027,39.68,189.68,357.69,-2.55,2.26,-44.69,10.04
753,2026-04-15T14:12:33Z,38.338346,-89.799009,39.99,189.99,357.69,0.43,2.39,-44.84,10.10
754,2026-04-15T14:12:34Z,38.338431,-89.799030,40.21,190.21,357.69,-0.97,-1.21,-46.70,9.99
755,2026-04-15T14:12:35Z,38.338535,-89.799045,39.68,189.68,357.69,1.62,-1.55,-45.35,10.20
756,2026-04-15T14:12:36Z,38.338617,-89.799035,39.48,189.48,357.69,0.63,-0.90,-46.03,9.68
757,2026-04-15T14:12:37Z,38.338710,-89.799055,39.86,189.86,357.69,-0.27,-0.21,-45.47,10.51
758,2026-04-15T14:12:38Z,38.338786,-89.799048,40.51,190.51,357.69,4.28,-0.44,-44.80,10.51
759,2026-04-15T14:12:39Z,38.338880,-89.799033,40.50,190.50,357.69,0.89,-0.20,-47.54,10.38
760,2026-04-15T14:12:40Z,38.338991,-89.799051,40.13,190.13,357.69,1.30,0.45,-44.80,9.67
761,2026-04-15T14:12:41Z,38.339060,-89.799076,39.96,189.96,357.69,-1.56,2.60,-45.44,9.96
762,2026-04-15T14:12:42Z,38.339159,-89.799065,40.74,190.74,357.69,-0.28,-1.91,-43.95,9.69
763,2026-04-15T14:12:43Z,38.339253,-89.799071,40.14,190.14,357.69,-0.17,-0.88,-45.58,10.73
764,2026-04-15T14:12:44Z,38.339348,-89.799071,40.24,190.24,357.69,0.82,0.90,-44.89,9.74
765,2026-04-15T14:12:45Z,38.339428,-89.799076,40.20,190.20,357.69,-0.47,-2.57,-44.40,9.81
766,2026-04-15T14:12:46Z,38.339518,-89.799069,39.11,189.11,357.69,0.89,-1.05,-44.52,10.07
767,2026-04-15T14:12:47Z,38.339611,-89.799085,39.88,189.88,357.69,0.12,0.14,-45.73,8.73
768,2026-04-15T14:12:48Z,38.339687,-89.799090,40.20,190.20,357.69,-1.21,1.78,-44.98,10.63
769,2026-04-15T14:12:49Z,38.339784,-89.799095,40.44,190.44,357.69,2.36,0.03,-46.23,9.79
770,2026-04-15T14:12:50Z,38.339868,-89.799093,39.72,189.72,357.69,0.16,-0.17,-44.02,10.04
771,2026-04-15T14:12:51Z,38.339964,-89.799122,38.85,188.85,357.69,-0.40,1.86,-45.70,9.95
772,2026-04-15T14:12:52Z,38.340067,-89.799117,40.86,190.86,357.69,-0.60,1.02,-43.81,9.61
773,2026-04-15T14:12:53Z,38.340155,-89.799134,40.54,190.54,357.69,-2.44,-0.84,-45.35,10.00
774,2026-04-15T14:12:54Z,38.340231,-89.799108,40.27,190.27,357.69,-1.32,-2.51,-44.55,10.46
775,2026-04-15T14:12:55Z,38.340328,-89.799118,40.33,190.33,357.69,1.20,0.12,-44.79,10.06
776,2026-04-15T14:12:56Z,38.340435,-89.799118,39.47,189.47,357.69,2.04,-0.65,-45.13,9.37
777,2026-04-15T14:12:57Z,38.340503,-89.799133,39.79,189.79,357.69,-2.68,-3.59,-46.05,9.52
778,2026-04-15T14:12:58Z,38.340608,-89.799153,39.99,189.99,357.69,1.97,-0.84,-44.29,10.45
779,2026-04-15T14:12:59Z,38.340684,-89.799169,40.48,190.48,357.69,-1.32,0.31,-44.67,10.04
780,2026-04-15T14:13:00Z,38.340778,-89.799162,39.91,189.91,357.69,1.13,-0.32,-46.08,10.12
781,2026-04-15T14:13:01Z,38.340871,-89.799142,39.70,189.70,357.69,1.57,1.59,-43.66,10.20
782,2026-04-15T14:13:02Z,38.340959,-89.799144,40.68,190.68,357.69,0.47,0.35,-45.68,9.67
783,2026-04-15T14:13:03Z,38.341044,-89.799188,40.36,190.36,357.69,1.73,2.02,-45.60,10.34
784,2026-04-15T14:13:04Z,38.341135,-89.799152,40.54,190.54,357.69,-3.54,-0.34,-46.07,9.70
785,2026-04-15T14:13:05Z,38.341227,-89.799163,39.28,189.28,357.69,-1.82,3.72,-44.95,10.11
786,2026-04-15T14:13:06Z,38.341320,-89.799191,38.93,188.93,357.69,-1.44,1.76,-46.15,9.62
787,2026-04-15T14:13:07Z,38.341413,-89.799179,39.94,189.94,357.69,-0.82,1.46,-44.46,9.01
788,2026-04-15T14:13:08Z,38.341497,-89.799204,40.06,190.06,354.48,-0.73,0.65,-45.71,10.10
789,2026-04-15T14:13:09Z,38.341566,-89.799206,39.65,189.65,332.36,1.08,-0.08,-45.55,10.49
790,2026-04-15T14:13:10Z,38.341669,-89.799235,39.52,189.52,332.36,1.73,0.72,-45.44,9.74
791,2026-04-15T14:13:11Z,38.341754,-89.799299,39.53,189.53,332.36,-0.01,2.48,-44.39,10.11
792,2026-04-15T14:13:12Z,38.341828,-89.799357,40.26,190.26,332.36,-2.18,0.58,-44.60,9.44
793,2026-04-15T14:13:13Z,38.341899,-89.799435,39.46,189.46,332.36,0.19,-0.96,-45.93,10.22
794,2026-04-15T14:13:14Z,38.341985,-89.799467,39.92,189.92,332.36,0.23,0.42,-45.63,9.80
795,2026-04-15T14:13:15Z,38.342077,-89.799525,40.08,190.08,332.36,-1.50,1.38,-44.27,9.38
796,2026-04-15T14:13:16Z,38.342144,-89.799579,40.18,190.18,332.36,1.61,-3.94,-45.39,9.60
797,2026-04-15T14:13:17Z,38.342215,-89.799610,39.90,189.90,323.71,2.17,0.68,-46.64,10.49
798,2026-04-15T14:13:18Z,38.342286,-89.799696,40.20,190.20,306.02,-1.99,1.18,-46.01,10.15
799,2026-04-15T14:13:19Z,38.342342,-89.799781,39.94,189.94,306.02,1.71,-1.98,-46.13,10.63
800,2026-04-15T14:13:20Z,38.342409,-89.799875,40.31,190.31,306.02,1.85,1.16,-44.21,10.01
801,2026-04-15T14:13:21Z,38.342445,-89.799962,39.19,189.19,306.02,-0.95,-1.17,-45.94,9.90
802,2026-04-15T14:13:22Z,38.342486,-89.800047,39.89,189.89,306.02,0.75,1.60,-43.66,9.93
803,2026-04-15T14:13:23Z,38.342553,-89.800152,39.55,189.55,306.02,0.03,1.36,-44.17,10.29
804,2026-04-15T14:13:24Z,38.342617,-89.800241,40.04,190.04,306.02,0.49,2.53,-45.43,9.50
805,2026-04-15T14:13:25Z,38.342657,-89.800333,40.84,190.84,306.02,-3.62,-0.92,-44.90,9.58
806,2026-04-15T14:13:26Z,38.342714,-89.800436,39.75,189.75,306.02,-1.24,0.54,-44.43,9.74
807,2026-04-15T14:13:27Z,38.342754,-89.800507,40.22,190.22,306.02,-0.42,0.38,-46.12,10.22
808,2026-04-15T14:13:28Z,38.342836,-89.800602,39.88,189.88,306.02,-0.46,0.89,-45.39,9.47
809,2026-04-15T14:13:29Z,38.342867,-89.800709,39.56,189.56,306.02,1.42,1.00,-45.71,10.53
810,2026-04-15T14:13:30Z,38.342929,-89.800791,38.95,188.95,306.02,2.11,2.72,-45.95,10.08
811,2026-04-15T14:13:31Z,38.342982,-89.800884,40.60,190.60,306.02,-3.01,0.23,-44.50,9.26
812,2026-04-15T14:13:32Z,38.343032,-89.800993,40.64,190.64,306.02,-0.89,0.24,-46.16,10.59
813,2026-04-15T14:13:33Z,38.343101,-89.801098,39.46,189.46,306.02,-1.57,1.92,-42.68,9.64
814,2026-04-15T14:13:34Z,38.343141,-89.801178,40.36,190.36,306.02,2.01,-0.05,-44.58,9.64
815,2026-04-15T14:13:35Z,38.343185,-89.801270,39.19,189.19,306.02,1.34,-2.78,-46.01,10.01
816,2026-04-15T14:13:36Z,38.343240,-89.801364,39.95,189.95,306.02,0.43,-0.05,-46.68,9.98
817,2026-04-15T14:13:37Z,38.343300,-89.801439,40.13,190.13,306.02,0.35,0.71,-45.99,9.29
818,2026-04-15T14:13:38Z,38.343351,-89.801531,40.81,190.81,306.02,0.76,-0.25,-45.41,10.05
819,2026-04-15T14:13:39Z,38.343415,-89.801627,40.31,190.31,306.02,2.20,1.56,-46.29,9.79
820,2026-04-15T14:13:40Z,38.343466,-89.801729,40.14,190.14,306.02,-2.19,1.48,-45.77,9.19
821,2026-04-15T14:13:41Z,38.343516,-89.801839,39.26,189.26,306.02,1.36,-0.19,-44.78,10.76
822,2026-04-15T14:13:42Z,38.343555,-89.801913,40.59,190.59,306.02,0.73,-2.54,-43.20,9.83
823,2026-04-15T14:13:43Z,38.343624,-89.802010,39.83,189.83,306.02,-0.76,0.55,-45.31,10.56
824,2026-04-15T14:13:44Z,38.343659,-89.802090,39.79,189.79,306.02,-0.52,-0.20,-45.17,10.19
825,2026-04-15T14:13:45Z,38.343714,-89.802186,39.96,189.96,306.02,1.12,1.83,-45.49,10.35
826,2026-04-15T14:13:46Z,38.343779,-89.802290,39.99,189.99,306.02,-0.71,0.95,-45.34,9.71
827,2026-04-15T14:13:47Z,38.343820,-89.802371,40.18,190.18,306.02,0.16,1.69,-43.90,9.51
828,2026-04-15T14:13:48Z,38.343874,-89.802486,39.82,189.82,306.02,1.12,-3.44,-44.14,10.54
829,2026-04-15T14:13:49Z,38.343912,-89.802544,40.42,190.42,306.02,0.16,0.99,-45.49,9.84
830,2026-04-15T14:13:50Z,38.343989,-89.802660,39.87,189.87,306.02,-3.06,0.07,-46.39,10.61
831,2026-04-15T14:13:51Z,38.344036,-89.802759,41.27,191.27,306.02,-0.21,-0.93,-44.11,9.79
832,2026-04-15T14:13:52Z,38.344086,-89.802852,40.94,190.94,306.02,0.40,3.62,-45.63,10.31
833,2026-04-15T14:13:53Z,38.344136,-89.802946,40.60,190.60,306.02,1.79,-0.94,-46.81,9.75
834,2026-04-15T14:13:54Z,38.344189,-89.803026,40.60,190.60,306.02,0.55,1.03,-47.64,10.52
835,2026-04-15T14:13:55Z,38.344251,-89.803122,39.85,189.85,306.02,1.32,1.71,-43.04,9.73
836,2026-04-15T14:13:56Z,38.344300,-89.803224,40.94,190.94,306.02,-0.78,-2.08,-44.58,9.87
837,2026-04-15T14:13:57Z,38.344360,-89.803298,40.11,190.11,306.02,0.83,0.77,-43.82,10.22
838,2026-04-15T14:13:58Z,38.344415,-89.803398,39.73,189.73,306.02,-0.87,-0.22,-45.72,10.32
839,2026-04-15T14:13:59Z,38.344480,-89.803504,40.33,190.33,306.02,1.31,-0.06,-44.92,10.27
840,2026-04-15T14:14:00Z,38.344512,-89.803617,39.62,189.62,306.02,-1.22,0.20,-42.36,10.55
841,2026-04-15T14:14:01Z,38.344558,-89.803685,39.87,189.87,306.02,-1.30,-2.14,-44.46,9.20
842,2026-04-15T14:14:02Z,38.344617,-89.803796,40.41,190.41,306.02,-0.54,1.42,-44.41,10.39
843,2026-04-15T14:14:03Z,38.344664,-89.803861,40.09,190.09,306.01,-1.54,0.61,-42.69,9.67
844,2026-04-15T14:14:04Z,38.344725,-89.803955,39.47,189.47,306.01,-0.30,-0.57,-45.66,9.90
845,2026-04-15T14:14:05Z,38.344777,-89.804056,40.62,190.62,306.01,-1.14,-0.55,-44.57,10.82
846,2026-04-15T14:14:06Z,38.344836,-89.804151,39.71,189.71,306.01,-2.46,3.32,-44.70,10.23
847,2026-04-15T14:14:07Z,38.344881,-89.804237,39.46,189.46,306.01,-0.13,-0.65,-43.24,10.72
848,2026-04-15T14:14:08Z,38.344946,-89.804330,40.22,190.22,306.01,-0.54,-0.33,-44.70,9.87
849,2026-04-15T14:14:09Z,38.344999,-89.804398,38.91,188.91,306.01,1.54,0.02,-45.43,10.93
850,2026-04-15T14:14:10Z,38.345026,-89.804500,39.45,189.45,306.01,-0.62,-2.44,-44.58,10.26
851,2026-04-15T14:14:11Z,38.345100,-89.804617,40.43,190.43,306.01,0.74,0.65,-45.73,10.72
852,2026-04-15T14:14:12Z,38.345139,-89.804704,40.03,190.03,306.01,-0.30,3.74,-44.43,10.00
853,2026-04-15T14:14:13Z,38.345192,-89.804806,39.13,189.13,306.01,0.87,-0.43,-45.69,9.60
854,2026-04-15T14:14:14Z,38.345259,-89.804878,40.19,190.19,306.01,-0.06,-1.98,-46.85,9.99
855,2026-04-15T14:14:15Z,38.345299,-89.804986,39.59,189.59,306.01,-0.71,-1.96,-45.10,9.93
856,2026-04-15T14:14:16Z,38.345363,-89.805076,40.41,190.41,306.01,0.58,-0.56,-44.59,10.13
857,2026-04-15T14:14:17Z,38.345419,-89.805185,40.53,190.53,306.01,0.98,-3.46,-45.43,9.80
858,2026-04-15T14:14:18Z,38.345450,-89.805257,40.09,190.09,306.01,0.03,-1.88,-43.70,10.16
859,2026-04-15T14:14:19Z,38.345506,-89.805352,39.61,189.61,306.01,-2.10,1.63,-44.25,9.76
860,2026-04-15T14:14:20Z,38.345572,-89.805443,39.52,189.52,306.01,-1.36,0.13,-44.61,9.96
861,2026-04-15T14:14:21Z,38.345622,-89.805529,40.29,190.29,306.01,2.96,-2.14,-46.23,10.32
862,2026-04-15T14:14:22Z,38.345666,-89.805629,39.20,189.20,306.01,1.26,1.09,-43.36,9.79
863,2026-04-15T14:14:23Z,38.345737,-89.805708,39.74,189.74,306.01,1.32,1.29,-46.92,9.86
864,2026-04-15T14:14:24Z,38.345770,-89.805823,39.57,189.57,306.01,2.71,0.49,-44.66,10.53
865,2026-04-15T14:14:25Z,38.345853,-89.805900,40.28,190.28,306.01,0.56,2.02,-44.27,10.15
866,2026-04-15T14:14:26Z,38.345889,-89.806002,40.13,190.13,306.01,0.69,0.19,-44.68,9.33
867,2026-04-15T14:14:27Z,38.345931,-89.806085,40.09,190.09,306.01,0.56,-1.24,-46.46,10.00
868,2026-04-15T14:14:28Z,38.345998,-89.806208,40.30,190.30,306.01,0.56,1.28,-43.37,10.83
869,2026-04-15T14:14:29Z,38.346056,-89.806250,39.56,189.56,306.01,0.72,-2.42,-45.01,9.86
870,2026-04-15T14:14:30Z,38.346100,-89.806354,40.53,190.53,306.01,1.05,0.09,-44.71,10.31
871,2026-04-15T14:14:31Z,38.346160,-89.806450,39.64,189.64,306.01,-0.11,0.40,-43.85,10.18
872,2026-04-15T14:14:32Z,38.346203,-89.806565,39.54,189.54,306.01,0.91,-0.25,-45.60,9.77
873,2026-04-15T14:14:33Z,38.346265,-89.806645,40.35,190.35,306.01,2.82,0.52,-44.66,10.88
874,2026-04-15T14:14:34Z,38.346321,-89.806725,39.82,189.82,306.01,1.29,0.34,-44.39,9.51
875,2026-04-15T14:14:35Z,38.346369,-89.806840,39.74,189.74,306.01,-0.24,-1.17,-45.28,10.43
876,2026-04-15T14:14:36Z,38.346421,-89.806931,40.87,190.87,306.01,-2.24,0.34,-43.43,10.32
877,2026-04-15T14:14:37Z,38.346500,-89.807023,40.01,190.01,306.01,0.83,0.72,-44.72,9.46
878,2026-04-15T14:14:38Z,38.346513,-89.807102,40.91,190.91,306.01,0.54,-0.08,-44.10,10.54
879,2026-04-15T14:14:39Z,38.346575,-89.807232,39.14,189.14,306.01,2.00,-0.19,-45.80,10.55
880,2026-04-15T14:14:40Z,38.346626,-89.807311,39.87,189.87,306.01,-0.94,-1.19,-46.34,10.70
881,2026-04-15T14:14:41Z,38.346683,-89.807400,40.33,190.33,306.01,2.52,0.89,-44.52,9.88
882,2026-04-15T14:14:42Z,38.346722,-89.807481,40.15,190.15,306.01,0.53,0.18,-46.17,10.14
883,2026-04-15T14:14:43Z,38.346766,-89.807587,40.51,190.51,306.01,1.71,0.49,-44.77,10.32
884,2026-04-15T14:14:44Z,38.346840,-89.807687,40.09,190.09,306.01,-0.91,-1.48,-45.07,9.74
885,2026-04-15T14:14:45Z,38.346901,-89.807751,39.51,189.51,306.01,-0.11,-3.02,-44.06,10.10
886,2026-04-15T14:14:46Z,38.346940,-89.807846,39.60,189.60,306.01,1.87,0.39,-44.46,10.31
887,2026-04-15T14:14:47Z,38.346993,-89.807949,39.44,189.44,306.01,1.78,-0.72,-44.96,10.42
888,2026-04-15T14:14:48Z,38.347046,-89.808053,39.74,189.74,306.01,-2.91,0.44,-46.00,9.52
889,2026-04-15T14:14:49Z,38.347104,-89.808161,40.04,190.04,306.01,-0.94,1.31,-45.12,9.72
890,2026-04-15T14:14:50Z,38.347160,-89.808223,40.24,190.24,306.01,-0.02,-0.35,-44.29,9.68
891,2026-04-15T14:14:51Z,38.347205,-89.808308,40.26,190.26,306.01,1.09,-0.60,-45.64,9.77
892,2026-04-15T14:14:52Z,38.347256,-89.808421,40.16,190.16,306.01,-0.46,1.28,-44.12,9.92
893,2026-04-15T14:14:53Z,38.347317,-89.808524,40.24,190.24,306.01,-1.34,-0.24,-43.47,9.22
894,2026-04-15T14:14:54Z,38.347347,-89.808612,39.64,189.64,306.01,-2.45,-1.20,-43.79,10.28
895,2026-04-15T14:14:55Z,38.347430,-89.808694,40.51,190.51,306.01,-1.36,-1.07,-45.63,10.03
896,2026-04-15T14:14:56Z,38.347465,-89.808775,40.50,190.50,306.01,1.00,-1.57,-45.07,9.42
897,2026-04-15T14:14:57Z,38.347530,-89.808861,39.99,189.99,306.01,2.44,2.42,-43.95,10.10
898,2026-04-15T14:14:58Z,38.347587,-89.808960,40.82,190.82,306.01,-1.02,0.16,-44.59,10.29
899,2026-04-15T14:14:59Z,38.347621,-89.809065,40.86,190.86,306.01,0.76,0.47,-44.03,9.55
900,2026-04-15T14:15:00Z,38.347679,-89.809160,40.03,190.03,306.01,2.32,0.27,-44.15,9.75
901,2026-04-15T14:15:01Z,38.347730,-89.809237,41.24,191.24,306.01,-1.68,1.71,-45.47,9.98
902,2026-04-15T14:15:02Z,38.347780,-89.809350,39.41,189.41,306.01,-1.27,-1.30,-45.37,10.21
903,2026-04-15T14:15:03Z,38.347849,-89.809419,40.62,190.62,306.01,1.52,-1.18,-43.29,9.87
904,2026-04-15T14:15:04Z,38.347903,-89.809519,39.21,189.21,306.01,-0.70,-0.92,-45.82,10.39
905,2026-04-15T14:15:05Z,38.347945,-89.809609,40.21,190.21,306.01,2.81,-1.87,-44.71,10.02
906,2026-04-15T14:15:06Z,38.347992,-89.809701,40.29,190.29,306.01,0.76,0.88,-44.52,10.05
907,2026-04-15T14:15:07Z,38.348044,-89.809791,40.87,190.87,306.01,-0.39,2.95,-44.75,10.45
908,2026-04-15T14:15:08Z,38.348120,-89.809885,40.72,190.72,306.01,-1.19,0.79,-45.24,9.36
909,2026-04-15T14:15:09Z,38.348159,-89.809969,39.72,189.72,306.01,0.56,-0.34,-47.31,10.12
910,2026-04-15T14:15:10Z,38.348198,-89.810082,41.10,191.10,306.01,-0.04,3.12,-44.96,9.71
911,2026-04-15T14:15:11Z,38.348272,-89.810168,39.58,189.58,306.01,-0.75,-0.01,-45.73,9.66
912,2026-04-15T14:15:12Z,38.348316,-89.810261,40.60,190.60,306.01,-1.07,0.43,-45.98,10.94
913,2026-04-15T14:15:13Z,38.348368,-89.810377,40.86,190.86,306.01,1.44,-1.58,-47.34,9.83
914,2026-04-15T14:15:14Z,38.348442,-89.810468,39.48,189.48,306.01,0.13,-0.28,-43.67,10.48
915,2026-04-15T14:15:15Z,38.348477,-89.810533,39.38,189.38,306.01,-0.83,0.27,-45.72,10.57
916,2026-04-15T14:15:16Z,38.348525,-89.810639,40.46,190.46,306.01,0.29,-0.71,-43.68,9.90
917,2026-04-15T14:15:17Z,38.348572,-89.810747,40.71,190.71,306.01,2.58,-0.02,-44.57,9.14
918,2026-04-15T14:15:18Z,38.348641,-89.810828,40.26,190.26,306.01,1.83,-1.07,-43.76,10.81
919,2026-04-15T14:15:19Z,38.348680,-89.810916,40.07,190.07,306.01,-2.08,1.58,-45.41,10.50
920,2026-04-15T14:15:20Z,38.348729,-89.810995,39.79,189.79,306.01,1.20,-2.53,-45.38,9.20
921,2026-04-15T14:15:21Z,38.348786,-89.811108,40.54,190.54,306.01,-2.26,-0.34,-44.93,10.25
922,2026-04-15T14:15:22Z,38.348862,-89.811187,39.39,189.39,306.01,1.00,1.15,-45.60,9.48
923,2026-04-15T14:15:23Z,38.348897,-89.811279,40.14,190.14,306.01,-0.41,1.24,-46.48,8.95
924,2026-04-15T14:15:24Z,38.348963,-89.811392,40.12,190.12,306.01,-2.42,0.33,-45.10,9.66
925,2026-04-15T14:15:25Z,38.349022,-89.811461,39.21,189.21,306.01,1.47,1.27,-43.14,10.13
926,2026-04-15T14:15:26Z,38.349078,-89.811571,40.19,190.19,306.01,1.92,-1.01,-46.52,10.96
927,2026-04-15T14:15:27Z,38.349100,-89.811648,39.95,189.95,306.01,-0.87,-1.29,-44.38,9.93
928,2026-04-15T14:15:28Z,38.349166,-89.811744,39.18,189.18,306.01,1.77,1.61,-47.06,10.72
929,2026-04-15T14:15:29Z,38.349228,-89.811858,40.21,190.21,306.01,1.61,1.09,-43.15,10.47
930,2026-04-15T14:15:30Z,38.349274,-89.811943,39.74,189.74,306.01,1.26,-1.59,-44.18,10.01
931,2026-04-15T14:15:31Z,38.349325,-89.812032,39.53,189.53,306.01,0.46,-0.29,-44.25,9.81
932,2026-04-15T14:15:32Z,38.349364,-89.812136,39.48,189.48,306.01,-0.21,0.06,-44.41,10.44
933,2026-04-15T14:15:33Z,38.349437,-89.812218,39.29,189.29,306.01,-2.29,-0.10,-45.77,9.86
934,2026-04-15T14:15:34Z,38.349487,-89.812303,39.82,189.82,306.01,4.26,-2.77,-42.57,10.25
935,2026-04-15T14:15:35Z,38.349528,-89.812413,39.52,189.52,306.01,0.32,-0.93,-45.58,10.29
936,2026-04-15T14:15:36Z,38.349583,-89.812484,40.63,190.63,306.01,-1.02,-0.56,-47.31,9.90
937,2026-04-15T14:15:37Z,38.349642,-89.812579,39.82,189.82,306.01,1.68,0.47,-44.61,9.80
938,2026-04-15T14:15:38Z,38.349700,-89.812674,40.66,190.66,306.01,-0.05,-3.42,-45.42,9.45
939,2026-04-15T14:15:39Z,38.349766,-89.812784,39.45,189.45,306.01,1.29,1.02,-45.54,9.97
940,2026-04-15T14:15:40Z,38.349816,-89.812862,40.57,190.57,306.01,-1.47,-2.24,-44.46,10.64
941,2026-04-15T14:15:41Z,38.349856,-89.812954,40.13,190.13,306.01,2.34,-4.52,-43.73,9.96
942,2026-04-15T14:15:42Z,38.349909,-89.813049,39.51,189.51,306.01,-1.74,0.16,-43.86,10.49
943,2026-04-15T14:15:43Z,38.349945,-89.813136,40.16,190.16,306.01,-0.70,0.88,-43.96,10.17
944,2026-04-15T14:15:44Z,38.350010,-89.813209,39.43,189.43,306.01,1.80,-0.33,-45.94,9.73
945,2026-04-15T14:15:45Z,38.350062,-89.813308,40.40,190.40,306.01,-2.81,2.24,-44.75,9.63
946,2026-04-15T14:15:46Z,38.350115,-89.813429,38.96,188.96,306.01,0.45,-0.74,-43.35,9.47
947,2026-04-15T14:15:47Z,38.350180,-89.813518,39.54,189.54,306.01,-0.56,3.97,-44.90,10.52
948,2026-04-15T14:15:48Z,38.350212,-89.813627,39.63,189.63,306.01,-0.37,-3.75,-45.63,10.58
949,2026-04-15T14:15:49Z,38.350274,-89.813681,40.22,190.22,306.01,0.45,3.34,-43.94,9.94
950,2026-04-15T14:15:50Z,38.350323,-89.813781,40.57,190.57,306.01,0.43,-0.48,-44.64,10.93
951,2026-04-15T14:15:51Z,38.350378,-89.813880,39.60,189.60,306.01,-2.19,1.27,-44.20,10.01
952,2026-04-15T14:15:52Z,38.350421,-89.813966,39.72,189.72,306.01,1.51,1.63,-44.41,10.57
953,2026-04-15T14:15:53Z,38.350479,-89.814091,40.07,190.07,306.01,0.28,-2.23,-44.22,9.49
954,2026-04-15T14:15:54Z,38.350546,-89.814175,39.52,189.52,306.01,1.33,0.34,-45.69,10.17
955,2026-04-15T14:15:55Z,38.350596,-89.814256,39.73,189.73,306.01,0.06,-1.23,-45.13,9.44
956,2026-04-15T14:15:56Z,38.350629,-89.814336,39.72,189.72,306.01,2.25,2.33,-44.34,10.03
